time_ms,gyro_uncal_x,gyro_uncal_y,gyro_uncal_z,accel_uncal_x,accel_uncal_y,accel_uncal_z
0,-0.0003054326225537807,0.0022907445672899485,0.003054326167330146,,,
4,-0.0003054326225537807,0.0022907445672899485,0.003054326167330146,,,
18,0.001527163083665073,0.001832595793530345,0.0024434609804302454,,,
22,0.001527163083665073,0.001832595793530345,0.0024434609804302454,-0.11545369029045105,0.07357929646968842,9.856036186218262
36,-0.00015271631127689034,0.0009162978967651725,0.001679879380390048,-0.11545369029045105,0.07357929646968842,9.856036186218262
40,-0.00015271631127689034,0.0009162978967651725,0.001679879380390048,-0.12023933976888657,0.06400800496339798,9.860821723937988
54,-0.0009162978967651725,-0.0003054326225537807,0.0007635815418325365,-0.12023933976888657,0.06400800496339798,9.860821723937988
58,-0.0009162978967651725,-0.0003054326225537807,0.0007635815418325365,-0.11066804826259613,0.07357929646968842,9.856036186218262
72,0.0010690141934901476,0.0003054326225537807,0.0003054326225537807,-0.11066804826259613,0.07357929646968842,9.856036186218262
76,0.0010690141934901476,0.0003054326225537807,0.0003054326225537807,-0.129810631275177,0.05922235921025276,9.856036186218262
89,0.00015271631127689034,0.002138028386980295,0.001679879380390048,-0.129810631275177,0.05922235921025276,9.856036186218262
94,0.00015271631127689034,0.002138028386980295,0.001679879380390048,-0.12502498924732208,0.06400800496339798,9.865608215332031
107,0.0009162978967651725,0.00045814894838258624,0.001832595793530345,-0.12502498924732208,0.06400800496339798,9.865608215332031
112,0.0009162978967651725,0.00045814894838258624,0.001832595793530345,-0.12023933976888657,0.05922235921025276,9.846465110778809
125,-0.0003054326225537807,0.0007635815418325365,0.0009162978967651725,-0.12023933976888657,0.05922235921025276,9.846465110778809
130,-0.0003054326225537807,0.0007635815418325365,0.0009162978967651725,-0.12023933976888657,0.06400800496339798,9.865009307861328
143,0.001832595793530345,-0.00015271631127689034,0.0019853119738399982,-0.12023933976888657,0.06400800496339798,9.865009307861328
148,0.001832595793530345,-0.00015271631127689034,0.0019853119738399982,-0.12023933976888657,0.0687936544418335,9.860821723937988
161,0.0013744467869400978,0.0007635815418325365,0.0013744467869400978,-0.12023933976888657,0.0687936544418335,9.860821723937988
166,0.0013744467869400978,0.0007635815418325365,0.0013744467869400978,-0.12023933976888657,0.0687936544418335,9.856036186218262
179,0.0006108652451075613,0.0006108652451075613,0.0019853119738399982,-0.12023933976888657,0.0687936544418335,9.856036186218262
183,0.0006108652451075613,0.0006108652451075613,0.0019853119738399982,-0.12502498924732208,0.06400800496339798,9.851250648498535
197,0.0013744467869400978,0.001832595793530345,0.001527163083665073,-0.12502498924732208,0.06400800496339798,9.851250648498535
201,0.0013744467869400978,0.001832595793530345,0.001527163083665073,-0.12023933976888657,0.05922235921025276,9.860223770141602
215,-0.0010690141934901476,-0.001832595793530345,0.0003054326225537807,-0.12023933976888657,0.05922235921025276,9.860223770141602
219,-0.0010690141934901476,-0.001832595793530345,0.0003054326225537807,-0.12502498924732208,0.07357929646968842,9.855438232421875
233,0.0007635815418325365,0.0007635815418325365,0.001527163083665073,-0.12502498924732208,0.07357929646968842,9.855438232421875
237,0.0007635815418325365,0.0007635815418325365,0.001527163083665073,-0.12502498924732208,0.0687936544418335,9.855438232421875
251,0.001679879380390048,0.001527163083665073,0.0013744467869400978,-0.12502498924732208,0.0687936544418335,9.855438232421875
255,0.001679879380390048,0.001527163083665073,0.0013744467869400978,-0.12023933976888657,0.0687936544418335,9.860223770141602
268,-0.0003054326225537807,0.001832595793530345,0.001832595793530345,-0.12023933976888657,0.0687936544418335,9.860223770141602
273,-0.0003054326225537807,0.001832595793530345,0.001832595793530345,-0.12502498924732208,0.05922235921025276,9.845867156982422
286,-0.0010690141934901476,0.0019853119738399982,0.0010690141934901476,-0.12502498924732208,0.05922235921025276,9.845867156982422
291,-0.0010690141934901476,0.0019853119738399982,0.0010690141934901476,-0.12502498924732208,0.06400800496339798,9.841081619262695
304,0.0006108652451075613,0.0010690141934901476,0.001832595793530345,-0.12502498924732208,0.06400800496339798,9.841081619262695
309,0.0006108652451075613,0.0010690141934901476,0.001832595793530345,-0.12023933976888657,0.06400800496339798,9.865009307861328
322,0.0006108652451075613,0.0003054326225537807,0.0009162978967651725,-0.12023933976888657,0.06400800496339798,9.865009307861328
327,0.0006108652451075613,0.0003054326225537807,0.0009162978967651725,-0.12023933976888657,0.06400800496339798,9.860223770141602
340,0.0006108652451075613,0.0006108652451075613,0.002138028386980295,-0.12023933976888657,0.06400800496339798,9.860223770141602
345,0.0006108652451075613,0.0006108652451075613,0.002138028386980295,-0.12502498924732208,0.05922235921025276,9.850652694702148
358,-0.0009162978967651725,-0.00015271631127689034,0.0025961773935705423,-0.12502498924732208,0.05922235921025276,9.850652694702148
362,-0.0009162978967651725,-0.00015271631127689034,0.0025961773935705423,-0.11545369029045105,0.05922235921025276,9.860223770141602
376,0.0003054326225537807,0.0009162978967651725,0.002138028386980295,-0.11545369029045105,0.05922235921025276,9.860223770141602
380,0.0003054326225537807,0.0009162978967651725,0.002138028386980295,-0.12502498924732208,0.06400800496339798,9.850652694702148
394,0.0003054326225537807,0.001679879380390048,0.0027488935738801956,-0.12502498924732208,0.06400800496339798,9.850652694702148
398,0.0003054326225537807,0.001679879380390048,0.0027488935738801956,-0.12502498924732208,0.0687936544418335,9.836296081542969
412,0.0012217304902151227,0.0007635815418325365,0.0003054326225537807,-0.12502498924732208,0.0687936544418335,9.836296081542969
